23	35	19
24	37	21
24	40	23
25	42	25
25	45	26
25	47	28
25	50	30
25	52	31
25	55	33
25	57	34
25	59	36
24	62	37
24	64	38
23	67	39
22	69	40
21	72	41
20	74	42
19	77	43
18	79	43
17	82	44
16	84	44
15	86	44
13	89	45
12	91	45
11	94	45
11	96	45
11	98	44
11	101	44
12	103	44
14	106	43
16	108	42
18	110	42
21	112	41
24	115	40
28	117	39
31	119	38
35	121	36
39	123	35
43	125	33
48	127	32
52	129	30
57	131	28
61	133	27
66	135	25
70	137	23
75	138	21
80	140	19
84	142	17
89	144	15
94	145	13
98	147	11
103	148	9
108	150	8
112	152	6
117	153	6
122	155	6
126	156	6
131	158	7
135	159	8
140	161	10
144	163	13
149	164	15
153	166	18
158	167	22
162	169	25
166	170	29
170	172	32
174	174	36
178	175	40
182	177	45
186	179	49
190	180	53
194	182	58
197	184	63
201	186	68
204	188	73
207	190	78
210	192	83
213	194	89
216	197	94
218	199	100
221	201	105
223	204	111
226	206	116
228	209	122
230	212	128
232	214	133
234	217	139
236	220	144
237	223	150
239	225	156
241	228	161
243	231	167
245	234	172
246	237	178
248	240	183
250	243	189
251	247	194
253	250	200
255	253	205
