168	120	13
163	123	13
158	125	13
154	128	13
148	130	13
143	132	13
138	135	14
132	137	14
126	139	16
119	141	18
111	143	21
103	146	26
94	148	32
85	149	39
75	151	47
65	152	56
55	153	64
47	154	73
38	154	81
31	154	88
24	154	95
18	154	102
14	154	109
12	153	115
11	153	121
12	152	127
14	152	132
16	151	137
19	151	143
21	150	148
23	149	153
25	149	158
28	148	163
30	147	168
33	147	173
36	146	178
40	145	183
44	144	189
49	142	194
55	141	199
61	139	205
68	137	210
74	135	215
81	133	220
89	131	224
96	128	228
103	125	232
110	122	235
117	119	237
123	116	240
130	112	241
136	109	243
142	105	244
148	101	244
154	98	244
160	94	244
165	90	243
170	86	242
175	81	240
180	77	238
185	73	235
189	68	232
193	64	228
197	60	224
201	55	219
205	51	214
208	47	208
211	44	202
214	41	195
216	39	188
218	38	181
220	37	173
221	38	165
222	40	157
222	42	149
223	45	141
223	48	133
222	52	125
221	55	118
220	59	111
219	63	104
218	67	98
216	70	91
214	74	86
212	77	80
210	81	75
208	84	70
206	87	65
203	90	60
201	93	56
198	96	52
195	99	47
192	102	43
189	104	39
186	107	35
183	110	31
179	112	27
176	115	22
172	117	18
168	120	13
