168	120	13
172	117	18
176	115	22
179	112	27
183	110	31
186	107	35
189	104	39
192	102	43
195	99	47
198	96	52
201	93	56
203	90	60
206	87	65
208	84	70
210	81	75
212	77	80
214	74	86
216	70	91
218	67	98
219	63	104
220	59	111
221	55	118
222	52	125
223	48	133
223	45	141
222	42	149
222	40	157
221	38	165
220	37	173
218	38	181
216	39	188
214	41	195
211	44	202
208	47	208
205	51	214
201	55	219
197	60	224
193	64	228
189	68	232
185	73	235
180	77	238
175	81	240
170	86	242
165	90	243
160	94	244
154	98	244
148	101	244
142	105	244
136	109	243
130	112	241
123	116	240
117	119	237
110	122	235
103	125	232
96	128	228
89	131	224
81	133	220
74	135	215
68	137	210
61	139	205
55	141	199
49	142	194
44	144	189
40	145	183
36	146	178
33	147	173
30	147	168
28	148	163
25	149	158
23	149	153
21	150	148
19	151	143
16	151	137
14	152	132
12	152	127
11	153	121
12	153	115
14	154	109
18	154	102
24	154	95
31	154	88
38	154	81
47	154	73
55	153	64
65	152	56
75	151	47
85	149	39
94	148	32
103	146	26
111	143	21
119	141	18
126	139	16
132	137	14
138	135	14
143	132	13
148	130	13
154	128	13
158	125	13
163	123	13
168	120	13
