23	35	19
24	40	23
25	45	26
25	50	30
25	55	33
25	59	36
24	64	38
22	69	40
20	74	42
18	79	43
16	84	44
13	89	45
11	94	45
11	99	44
12	103	44
16	108	42
21	112	41
28	117	39
36	121	36
44	125	33
52	129	30
62	133	27
71	137	23
80	140	19
90	144	15
99	147	11
108	150	7
118	153	6
127	157	6
136	160	8
145	163	13
154	166	19
162	169	26
171	172	33
179	175	41
187	179	49
194	182	59
201	186	68
208	190	79
214	195	90
219	199	101
224	204	112
228	209	123
232	215	134
236	220	145
240	226	157
243	232	168
247	238	179
250	244	190
253	250	201
251	249	229
242	244	227
234	239	225
226	234	221
218	230	218
210	225	214
201	221	210
193	216	207
185	212	203
176	208	199
167	204	196
158	200	192
149	196	189
139	193	186
129	189	183
119	185	181
109	182	179
99	178	178
89	174	176
80	169	175
73	165	174
67	160	173
61	155	172
56	150	171
52	146	170
48	141	168
45	136	167
41	131	166
38	126	165
35	121	163
33	116	162
31	111	161
29	106	160
28	101	160
27	96	159
27	90	158
28	85	157
29	79	156
32	74	155
35	68	152
38	63	146
39	59	136
37	55	126
35	52	116
33	49	107
30	45	97
27	42	89
24	39	80
20	35	72
17	32	64
