51	20	24
55	21	25
58	22	26
61	23	28
64	24	29
67	25	30
70	26	31
74	27	32
77	28	32
80	29	33
83	30	34
87	31	35
90	32	35
93	32	36
96	33	36
100	34	36
103	35	37
106	36	37
109	37	37
112	38	37
116	39	36
119	40	36
122	41	36
125	42	35
128	43	35
131	45	34
133	46	33
136	48	33
139	50	32
141	51	31
144	53	30
146	55	30
149	57	29
151	59	28
153	61	27
155	64	26
158	66	26
160	68	25
162	71	24
164	73	24
166	75	23
167	78	22
169	80	22
171	83	21
173	85	21
175	88	20
176	91	20
178	93	20
179	96	19
181	99	19
183	101	19
184	104	19
186	107	19
187	109	19
188	112	19
190	115	19
191	118	19
193	120	20
194	123	20
195	126	21
196	129	21
198	132	22
199	135	22
200	137	23
201	140	24
202	143	25
203	146	26
205	149	27
206	152	28
207	155	29
208	158	30
209	161	31
210	164	32
211	167	33
211	170	35
212	173	36
213	176	37
214	179	39
215	183	40
216	186	42
216	189	43
217	192	45
218	195	46
218	199	48
219	202	49
220	205	51
220	208	53
221	212	54
221	215	56
222	218	58
222	222	59
223	225	61
223	229	63
223	232	64
224	236	66
224	239	68
224	243	70
224	246	71
224	250	73
225	253	75
