234	253	253
230	250	251
225	247	249
220	245	246
216	242	244
211	239	241
206	237	239
201	234	237
197	232	234
192	229	232
187	227	230
182	224	228
177	222	226
172	220	224
167	217	222
163	215	221
158	212	219
153	210	217
148	208	216
144	205	215
140	202	213
135	200	212
132	197	211
128	195	210
124	192	209
121	189	208
117	187	207
114	184	206
111	181	205
108	179	204
105	176	203
103	173	201
100	170	200
97	168	199
95	165	198
92	162	197
90	159	196
88	157	195
86	154	194
83	151	193
81	149	192
79	146	191
77	143	191
76	140	190
74	138	189
72	135	188
71	132	187
69	129	186
68	127	185
67	124	184
66	121	183
65	118	182
64	115	181
63	112	179
63	109	178
62	107	177
62	104	175
62	101	174
62	98	172
62	95	170
62	92	168
63	89	165
63	86	163
63	84	160
63	81	157
63	78	154
63	75	150
62	73	146
62	70	143
61	68	139
61	66	134
60	63	130
59	61	126
58	59	122
56	57	117
55	55	113
53	53	109
52	51	105
50	49	100
48	47	96
47	45	92
45	43	88
43	41	84
41	39	79
39	37	75
37	35	71
34	33	67
32	31	64
30	29	60
28	27	56
25	25	52
23	23	48
21	21	44
18	19	41
16	17	37
13	15	33
11	12	30
8	10	26
6	8	22
4	6	19
