215	249	208
212	247	204
208	244	200
205	242	196
202	240	193
199	237	189
196	235	185
192	233	182
189	231	178
186	228	174
183	226	171
179	224	167
176	222	164
173	220	160
169	217	157
166	215	153
163	213	150
159	211	147
156	209	143
153	207	140
149	205	137
146	203	134
142	201	131
139	199	127
135	197	124
132	195	121
128	193	118
124	191	115
120	190	112
116	188	110
112	186	107
108	184	104
104	182	101
100	180	99
96	178	96
91	177	94
86	175	92
81	173	90
76	171	88
71	170	86
65	168	85
60	166	84
54	164	83
48	162	82
43	160	82
38	158	81
33	156	81
28	154	81
24	152	80
20	149	80
17	147	80
14	145	79
11	143	79
9	140	79
8	138	78
7	136	78
7	133	77
7	131	76
8	129	76
9	126	75
10	124	74
11	122	73
13	119	72
14	117	72
15	115	71
16	112	70
18	110	69
19	108	68
20	105	67
21	103	65
21	101	64
22	99	63
23	96	62
24	94	61
24	92	59
25	89	58
25	87	57
25	85	55
26	83	54
26	80	53
26	78	51
26	76	50
26	74	48
26	72	47
26	69	45
26	67	44
25	65	42
25	63	41
25	60	39
24	58	37
24	56	36
23	54	34
23	52	32
22	49	31
22	47	29
21	45	27
20	43	26
19	41	24
18	38	22
18	36	20
