230	241	241
226	239	239
221	237	237
217	234	236
212	232	234
208	230	233
204	228	232
199	226	231
195	224	230
191	222	229
187	219	229
183	217	228
179	215	228
175	213	227
171	211	227
167	208	227
163	206	226
159	204	226
156	202	226
152	199	226
149	197	226
146	195	226
142	192	226
139	190	226
136	187	227
134	185	227
131	182	227
129	180	227
126	177	228
124	175	228
123	172	228
121	169	228
119	166	228
118	164	229
117	161	229
116	158	229
116	155	228
116	152	228
115	149	228
115	146	227
115	143	227
116	140	226
116	137	225
116	134	224
117	131	223
117	128	221
118	124	220
118	121	218
119	118	216
119	115	214
120	112	212
120	109	210
120	106	208
121	103	205
121	100	203
121	97	200
121	94	197
121	91	194
121	88	191
121	86	188
121	83	185
121	80	182
120	77	178
120	74	175
119	72	172
119	69	168
118	66	165
118	64	161
117	61	157
116	59	153
115	56	150
114	54	146
113	51	142
112	49	138
111	47	134
110	44	130
109	42	126
107	40	122
106	38	118
104	36	113
103	34	109
101	32	105
99	30	101
97	29	96
95	27	92
93	26	88
91	24	84
89	23	79
86	22	75
84	21	71
81	20	67
78	20	63
76	19	59
73	18	56
70	18	52
67	17	49
64	16	45
61	16	42
57	15	39
54	14	36
