60	9	18
63	10	19
67	10	21
70	11	23
73	12	24
77	12	26
80	13	27
83	13	29
86	14	30
90	14	32
93	14	33
97	14	34
100	14	35
103	15	36
107	15	37
110	14	38
114	14	39
117	14	40
121	14	40
124	14	41
127	14	41
131	14	41
134	14	41
138	15	41
141	16	41
144	17	41
147	18	40
150	20	40
153	22	39
156	24	39
159	26	38
161	29	37
164	32	37
166	34	37
168	37	36
171	41	36
173	44	36
175	47	36
176	50	37
178	54	38
180	57	39
181	61	40
183	64	41
184	67	43
185	71	45
187	74	47
188	77	50
189	81	52
190	84	55
191	87	58
192	90	61
193	93	64
195	97	67
196	100	70
197	103	73
198	106	77
199	109	80
200	112	83
201	115	87
201	118	90
202	121	94
203	124	97
204	127	101
205	130	104
206	133	108
207	136	111
208	139	115
209	141	118
210	144	122
211	147	126
211	150	129
212	153	133
213	156	137
214	159	140
215	162	144
216	165	148
217	168	151
218	171	155
218	174	159
219	177	163
220	180	166
221	183	170
222	186	174
223	188	178
224	191	181
225	194	185
226	197	189
227	200	192
228	203	196
229	206	200
230	209	204
231	213	207
232	216	211
233	219	215
234	222	218
236	225	222
237	228	226
238	231	229
240	234	233
241	237	236
