40	26	44
42	28	48
43	30	51
45	32	55
47	34	58
48	36	62
50	38	66
52	40	70
53	41	74
55	43	78
56	45	82
57	47	86
59	49	90
60	51	94
61	53	98
62	55	103
63	57	107
64	59	111
65	61	116
65	63	120
65	65	124
66	67	128
65	70	132
65	72	135
65	75	138
64	78	140
63	80	142
63	83	144
62	86	145
62	89	146
62	92	147
62	94	147
62	97	148
62	100	149
62	103	149
62	105	150
63	108	150
63	110	151
64	113	151
64	116	152
65	118	152
65	121	153
66	123	153
67	126	154
68	128	155
68	131	155
69	133	156
70	136	156
71	139	157
72	141	158
73	144	158
74	146	159
74	149	159
75	151	160
76	154	160
77	157	161
78	159	161
79	162	162
80	165	162
81	167	163
83	170	163
84	172	163
86	175	163
87	178	164
89	180	164
91	183	164
93	186	164
95	188	164
98	191	164
101	193	164
104	196	164
107	198	163
111	201	163
115	203	163
119	205	163
124	207	163
129	210	163
134	212	163
139	214	163
145	216	164
150	218	164
156	220	165
161	222	166
167	223	167
173	225	168
178	227	170
184	229	171
189	231	173
195	233	175
200	234	177
206	236	179
211	238	182
217	240	184
222	242	187
227	244	189
232	246	192
238	248	195
243	250	198
248	252	201
253	254	204
